<TICKER>,<NAME>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOLUME>
TCS-EQ,TCS-EQ,I,11-Sep-2013,10:38:19,2000,2000,2000,2000,609494
